commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
d8c8ba24404,quantization,not user facing,Fix unused Python variables in test/[e-z]* (#136964),test/export/opinfo_schema.py test/export/test_converter.py test/export/test_draft_export.py test/export/test_experimental.py test/export/test_export.py test/export/test_passes.py test/export/test_torchbind.py test/export/test_unflatten.py test/functorch/discover_coverage.py test/functorch/test_ac.py test/functorch/test_aotdispatch.py test/functorch/test_control_flow.py test/functorch/test_dims.py test/functorch/test_eager_transforms.py test/functorch/test_ops.py test/functorch/test_vmap.py test/fx/quantization.py test/fx/test_cse_pass.py test/fx/test_dce_pass.py test/fx/test_fx_split.py test/fx/test_gradual_type.py test/fx/test_matcher_utils.py test/fx/test_subgraph_rewriter.py test/fx/test_z3_gradual_types.py test/higher_order_ops/test_invoke_subgraph.py test/higher_order_ops/test_with_effects.py test/inductor/s429861_repro.py test/inductor/test_aot_inductor.py test/inductor/test_aot_inductor_arrayref.py test/inductor/test_aot_inductor_custom_ops.py test/inductor/test_aot_inductor_package.py test/inductor/test_autoheuristic.py test/inductor/test_codecache.py test/inductor/test_compiled_autograd.py test/inductor/test_compiled_optimizers.py test/inductor/test_cpu_repro.py test/inductor/test_cuda_repro.py test/inductor/test_cudacodecache.py test/inductor/test_cudagraph_trees.py test/inductor/test_cutlass_backend.py test/inductor/test_decompose_mem_bound_mm.py test/inductor/test_dependencies.py test/inductor/test_flex_attention.py test/inductor/test_flex_decoding.py test/inductor/test_fp8.py test/inductor/test_group_batch_fusion.py test/inductor/test_indexing.py test/inductor/test_inplacing_pass.py test/inductor/test_kernel_benchmark.py test/inductor/test_layout_optim.py test/inductor/test_loop_ordering.py test/inductor/test_max_autotune.py test/inductor/test_move_constructors_to_cuda.py test/inductor/test_multi_kernel.py test/inductor/test_ordered_set.py test/inductor/test_pad_mm.py test/inductor/test_pattern_matcher.py test/inductor/test_perf.py test/inductor/test_profiler.py test/inductor/test_smoke.py test/inductor/test_split_cat_fx_passes.py test/inductor/test_standalone_compile.py test/inductor/test_torchinductor.py test/inductor/test_torchinductor_opinfo.py test/inductor/test_torchinductor_strided_blocks.py test/inductor/test_triton_heuristics.py test/inductor/test_triton_kernels.py test/inductor/test_triton_wrapper.py test/inductor/test_unbacked_symints.py test/jit/test_async.py test/jit/test_autodiff.py test/jit/test_autodiff_subgraph_slicing.py test/jit/test_await.py test/jit/test_backends.py test/jit/test_builtins.py test/jit/test_class_type.py test/jit/test_cuda.py test/jit/test_dtype_analysis.py test/jit/test_freezing.py test/jit/test_fuser_common.py test/jit/test_generator.py test/jit/test_hooks_modules.py test/jit/test_ignore_context_manager.py test/jit/test_isinstance.py test/jit/test_jit_utils.py test/jit/test_list_dict.py test/jit/test_logging.py test/jit/test_misc.py test/jit/test_models.py test/jit/test_module_containers.py test/jit/test_module_interface.py test/jit/test_optimize_for_mobile_preserve_debug_info.py test/jit/test_peephole.py test/jit/test_profiler.py test/jit/test_recursive_script.py test/jit/test_remove_mutation.py test/jit/test_save_load_for_op_version.py test/jit/test_symbolic_shape_analysis.py test/jit/test_torchbind.py test/jit/test_tracer.py test/jit/test_types.py test/jit/test_typing.py test/jit/test_union.py test/jit/test_union_pep604.py test/jit/test_with.py test/jit/xnnpack/test_xnnpack_delegate.py test/lazy/test_debug_util.py test/lazy/test_extract_compiled_graph.py test/lazy/test_generator.py test/lazy/test_meta_kernel.py test/lazy/test_reuse_ir.py test/lazy/test_step_closures.py test/lazy/test_ts_opinfo.py test/mobile/model_test/builtin_ops.py test/mobile/model_test/gen_test_model.py test/mobile/model_test/math_ops.py test/mobile/model_test/nn_ops.py test/mobile/model_test/quantization_ops.py test/mobile/model_test/tensor_ops.py test/mobile/test_bytecode.py test/mobile/test_lite_script_module.py test/mobile/test_quantize_fx_lite_script_module.py test/mobile/test_upgraders.py test/nn/test_load_state_dict.py test/nn/test_packed_sequence.py test/onnx/dynamo/test_dynamo_with_onnxruntime_backend.py test/onnx/test_autograd_funs.py test/onnx/test_custom_ops.py test/onnx/test_fx_passes.py test/onnx/test_pytorch_onnx_no_runtime.py test/onnx/test_pytorch_onnx_onnxruntime.py test/onnx/test_pytorch_onnx_shape_inference.py test/onnx/test_utility_funs.py test/onnx/verify.py test/optim/test_lrscheduler.py test/optim/test_swa_utils.py test/package/test_directory_reader.py test/package/test_load_bc_packages.py test/package/test_misc.py test/package/test_model.py test/package/test_package_script.py test/package/test_repackage.py test/package/test_save_load.py test/profiler/test_execution_trace.py test/profiler/test_memory_profiler.py test/profiler/test_profiler.py test/profiler/test_record_function.py test/profiler/test_torch_tidy.py test/quantization/bc/test_backward_compatibility.py test/quantization/core/experimental/apot_fx_graph_mode_ptq.py test/quantization/core/experimental/quantization_util.py test/quantization/core/experimental/test_bits.py test/quantization/core/experimental/test_fake_quantize.py test/quantization/core/experimental/test_float8.py test/quantization/core/experimental/test_nonuniform_observer.py test/quantization/core/test_backend_config.py test/quantization/core/test_quantized_module.py test/quantization/core/test_quantized_op.py test/quantization/core/test_quantized_tensor.py test/quantization/core/test_workflow_module.py test/quantization/core/test_workflow_ops.py test/quantization/eager/test_numeric_suite_eager.py test/quantization/eager/test_quantize_eager_ptq.py test/quantization/eager/test_quantize_eager_qat.py test/quantization/fx/test_model_report_fx.py test/quantization/fx/test_numeric_suite_fx.py test/quantization/fx/test_quantize_fx.py test/quantization/fx/test_subgraph_rewriter.py test/quantization/jit/test_deprecated_jit_quant.py test/quantization/jit/test_ondevice_quantization.py test/quantization/jit/test_quantize_jit.py test/quantization/pt2e/test_duplicate_dq.py test/quantization/pt2e/test_graph_utils.py test/quantization/pt2e/test_metadata_porting.py test/quantization/pt2e/test_quantize_pt2e.py test/quantization/pt2e/test_quantize_pt2e_qat.py test/quantization/pt2e/test_representation.py test/quantization/pt2e/test_x86inductor_quantizer.py test/quantization/pt2e/test_xnnpack_quantizer.py test/test_autograd.py test/test_autograd_fallback.py test/test_binary_ufuncs.py test/test_cpp_extensions_aot.py test/test_cpp_extensions_open_device_registration.py test/test_cuda.py test/test_cuda_multigpu.py test/test_cuda_sanitizer.py test/test_cuda_trace.py test/test_custom_ops.py test/test_dataloader.py test/test_datapipe.py test/test_dispatch.py test/test_dlpack.py test/test_dynamic_shapes.py test/test_fake_tensor.py test/test_file_check.py test/test_flop_counter.py test/test_foreach.py test/test_function_schema.py test/test_functional_optim.py test/test_functionalization.py test/test_functionalization_of_rng_ops.py test/test_fx.py test/test_fx_experimental.py test/test_fx_passes.py test/test_fx_reinplace_pass.py test/test_indexing.py test/test_jit.py test/test_jit_autocast.py test/test_jit_fuser.py test/test_jit_fuser_te.py test/test_jit_llga_fuser.py test/test_jiterator.py test/test_legacy_vmap.py test/test_linalg.py test/test_maskedtensor.py test/test_meta.py test/test_metal.py test/test_mkldnn.py test/test_mobile_optimizer.py test/test_module_tracker.py test/test_modules.py test/test_monitor.py test/test_mps.py test/test_multiprocessing.py test/test_multiprocessing_spawn.py test/test_namedtensor.py test/test_nestedtensor.py test/test_nn.py test/test_numba_integration.py test/test_numpy_interop.py test/test_openmp.py test/test_ops.py test/test_ops_jit.py test/test_optim.py test/test_overrides.py test/test_prims.py test/test_proxy_tensor.py test/test_python_dispatch.py test/test_pytree.py test/test_reductions.py test/test_schema_check.py test/test_segment_reductions.py test/test_serialization.py test/test_shape_ops.py test/test_sort_and_select.py test/test_sparse.py test/test_sparse_csr.py test/test_sparse_semi_structured.py test/test_spectral_ops.py test/test_stateless.py test/test_static_runtime.py test/test_subclass.py test/test_tensor_creation_ops.py test/test_tensorboard.py test/test_tensorexpr.py test/test_testing.py test/test_type_hints.py test/test_type_promotion.py test/test_typing.py test/test_unary_ufuncs.py test/test_view_ops.py test/test_vulkan.py test/test_weak.py test/test_xnnpack_integration.py test/test_xpu.py test/torch_np/numpy_tests/core/test_dtype.py test/torch_np/numpy_tests/core/test_einsum.py test/torch_np/numpy_tests/core/test_indexing.py test/torch_np/numpy_tests/core/test_multiarray.py test/torch_np/numpy_tests/core/test_numeric.py test/torch_np/numpy_tests/core/test_scalar_methods.py test/torch_np/numpy_tests/core/test_scalarmath.py test/torch_np/numpy_tests/core/test_shape_base.py test/torch_np/numpy_tests/lib/test_function_base.py test/torch_np/numpy_tests/lib/test_histograms.py test/torch_np/numpy_tests/lib/test_twodim_base.py test/torch_np/numpy_tests/linalg/test_linalg.py test/torch_np/test_basic.py test/torch_np/test_reductions.py test/xpu/test_gemm.py,https://github.com/pytorch/pytorch/pull/136964,rec,albanD,justinchuby,,
5380407af50,dynamo,not user facing,[dynamo] Properly model root frame globals during inlining (#143447),test/dynamo/test_functions.py test/dynamo/test_modules.py torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/143447,StrongerXi,zou3519,,,
4eafbe52882,dynamo,Untopiced,[Dynamo] Flatten slices during graph deduplication (#143522),test/dynamo/test_graph_deduplication.py torch/_dynamo/graph_deduplication.py,https://github.com/pytorch/pytorch/pull/143522,mlazos,williamwen42,,,
58627fb6bf6,releng,not user facing,[BE] Integrate 5 line build script into template (#143511),.circleci/scripts/binary_macos_build.sh .github/templates/macos_binary_build_workflow.yml.j2 .github/workflows/generated-macos-arm64-binary-libtorch-cxx11-abi-nightly.yml .github/workflows/generated-macos-arm64-binary-wheel-nightly.yml,https://github.com/pytorch/pytorch/pull/143511,malfet,atalman,kit1980,seemethere,
15a7a0c37ed,quantization,Untopiced,Remove deprecated branch after capture_pre_autograd_graph fully migrate to training IR (#143228),torch/ao/quantization/pt2e/qat_utils.py torch/ao/quantization/pt2e/utils.py,https://github.com/pytorch/pytorch/pull/143228,yushangdi,andrewor14,,,
b23f11c529c,onnx,improvements,[ONNX] Automatically convert dynamic_axes to dynamic_shapes with torch.export.Dim.AUTO (#143158),test/onnx/exporter/test_compat.py test/onnx/exporter/test_hf_models_e2e.py torch/onnx/_internal/exporter/_compat.py,https://github.com/pytorch/pytorch/pull/143158,titaiwangms,shubhambhokare1,xadupre,,
f9da6399508,cpp_frontend,not user facing,[codemod] Fix a few unused-variable issues in pytorch (#143517),test/cpp/profiler/containers.cpp test/cpp/profiler/perf_events.cpp test/cpp/profiler/record_function.cpp,https://github.com/pytorch/pytorch/pull/143517,r-barnes,atalman,mhorowitz,,
5e172ea004c,releng,not user facing,[BE] Get rid of `malfet/checkout@silent-checkout` (#143516),.github/actions/checkout-pytorch/action.yml .github/templates/common.yml.j2 .github/workflows/_binary-build-linux.yml .github/workflows/_binary-test-linux.yml .github/workflows/_mac-test-mps.yml .github/workflows/create_release.yml .github/workflows/generated-linux-binary-libtorch-cxx11-abi-nightly.yml .github/workflows/generated-linux-binary-manywheel-nightly.yml .github/workflows/generated-macos-arm64-binary-libtorch-cxx11-abi-nightly.yml .github/workflows/generated-macos-arm64-binary-wheel-nightly.yml .github/workflows/generated-windows-binary-libtorch-debug-main.yml .github/workflows/generated-windows-binary-libtorch-debug-nightly.yml .github/workflows/generated-windows-binary-libtorch-release-main.yml .github/workflows/generated-windows-binary-libtorch-release-nightly.yml .github/workflows/generated-windows-binary-wheel-nightly.yml,https://github.com/pytorch/pytorch/pull/143516,malfet,ZainRizvi,atalman,huydhn,
55092e1ec51,releng,not user facing,[BE] Delete `install sccache` step from MacBB (#143512),.github/templates/macos_binary_build_workflow.yml.j2 .github/workflows/generated-macos-arm64-binary-libtorch-cxx11-abi-nightly.yml .github/workflows/generated-macos-arm64-binary-wheel-nightly.yml,https://github.com/pytorch/pytorch/pull/143512,malfet,atalman,kit1980,seemethere,
5c3996cab2e,dynamo,Untopiced,[Dynamo] topologically sort duplicated graph regions (#143523),test/dynamo/test_graph_deduplication.py test/dynamo/test_graph_region_tracker.py torch/_dynamo/graph_region_tracker.py,https://github.com/pytorch/pytorch/pull/143523,mlazos,williamwen42,,,
b4e0e3bfa3d,inductor,Untopiced,Backout D66648013 (#143433),test/inductor/test_cuda_repro.py torch/_inductor/decomposition.py torch/_inductor/graph.py torch/_inductor/lowering.py torch/_inductor/utils.py,https://github.com/pytorch/pytorch/pull/143433,mlazos,davidberard98,,,
2c48af568a0,sparse_frontend,not user facing,[CUDA][64-bit indexing] Fix some existing problematic `int64_t _ = blockIdx.* * blockDim.*` code (#142010),aten/src/ATen/cuda/detail/KernelUtils.h aten/src/ATen/native/cuda/Bucketization.cu aten/src/ATen/native/cuda/DistanceKernel.cu aten/src/ATen/native/cuda/DistributionTemplates.h aten/src/ATen/native/cuda/FractionalMaxPool3d.cu aten/src/ATen/native/cuda/LossCTC.cu aten/src/ATen/native/cuda/MaxUnpooling.cu aten/src/ATen/native/cuda/ReflectionPad.cu aten/src/ATen/native/cuda/Repeat.cu aten/src/ATen/native/cuda/ReplicationPadding.cu aten/src/ATen/native/cuda/SegmentReduce.cu aten/src/ATen/native/cuda/TensorFactories.cu aten/src/ATen/native/cuda/TensorTransformations.cu aten/src/ATen/native/cuda/UpSampleNearest2d.cu aten/src/ATen/native/cuda/group_norm_kernel.cu aten/src/ATen/native/cuda/layer_norm_kernel.cu aten/src/ATen/native/sparse/cuda/SparseCUDATensorMath.cu,https://github.com/pytorch/pytorch/pull/142010,eqy,ngimel,,,
14fe1f71902,skip,Untopiced,"Revert ""[ARM][feat]: Add 4 bit dynamic quantization matmuls & KleidiAI Backend (#134124)""",.gitmodules BUILD.bazel CMakeLists.txt WORKSPACE aten/src/ATen/CMakeLists.txt aten/src/ATen/Config.h.in aten/src/ATen/Context.cpp aten/src/ATen/Context.h aten/src/ATen/native/LinearAlgebra.cpp aten/src/ATen/native/cpu/int4mm_kernel.cpp aten/src/ATen/native/cpu/int_mm_kernel.h aten/src/ATen/native/kleidiai/kai_kernels.cpp aten/src/ATen/native/kleidiai/kai_kernels.h aten/src/ATen/native/kleidiai/kai_pack.h aten/src/ATen/native/kleidiai/kai_ukernel_interface.cpp aten/src/ATen/native/kleidiai/kai_ukernel_interface.h aten/src/ATen/native/native_functions.yaml buckbuild.bzl cmake/Dependencies.cmake cmake/Summary.cmake cmake/TorchConfig.cmake.in docs/source/backends.rst setup.py test/expect/HasDecompTest.test_has_decomposition.expect test/inductor/test_torchinductor.py test/test_linalg.py third_party/kleidiai torch/_C/__init__.pyi.in torch/_dynamo/trace_rules.py torch/_inductor/quantized_lowerings.py torch/_meta_registrations.py torch/backends/__init__.py torch/backends/kleidiai/__init__.py torch/csrc/Module.cpp torch/csrc/inductor/aoti_torch/generated/c_shim_cpu.h torch/testing/_internal/common_quantization.py torchgen/aoti/fallback_ops.py,,,,,,
19d8bbafb24,skip,not user facing,Update release matrix for 2.6 (#143538),RELEASE.md,https://github.com/pytorch/pytorch/pull/143538,kit1980,atalman,,,
deb1da15ccc,inductor,Untopiced,[foreach_map] Add foreach_map Adam impl to compiled optimizer tests (#143454),test/inductor/test_compiled_optimizers.py test/inductor/test_foreach.py torch/_inductor/lowering.py,https://github.com/pytorch/pytorch/pull/143454,mlazos,Chillee,eellison,,
bf44d5bfb55,inductor,not user facing,[Inductor] move custom pre pass (#143458),torch/_inductor/fx_passes/joint_graph.py,https://github.com/pytorch/pytorch/pull/143458,Valentine233,jansel,jgong5,,
e4301aeaa5a,jit,Untopiced,[ODML] Make the ML feature provider thread safe (#143418),torch/csrc/jit/backends/coreml/objc/PTMCoreMLFeatureProvider.mm,https://github.com/pytorch/pytorch/pull/143418,seanxiaoxiao,shoumikhin,,,
a7ba562ec8b,distributed,not user facing,"[state dict] Change _load_model_state_dict to enable cpu_offload, accept 2 device type and optimize memory (#142845)",test/distributed/checkpoint/test_state_dict.py torch/distributed/_state_dict_utils.py torch/distributed/checkpoint/state_dict.py,https://github.com/pytorch/pytorch/pull/142845,mori360,fegin,,,
fa1a4a91e98,skip,not user facing,add batch_size check for max_pool2d_backward (#141657),aten/src/ATen/native/Pool.h test/nn/test_pooling.py,https://github.com/pytorch/pytorch/pull/141657,jiayisunx,malfet,mingfeima,,
2ffdcab04ce,dynamo,not user facing,[Dynamo] Add DictKeySetVariable to capture dict_keys passed outside of compiled region (#143374),test/dynamo/test_functions.py torch/_dynamo/guards.py torch/_dynamo/variables/__init__.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/dicts.py,https://github.com/pytorch/pytorch/pull/143374,yanboliang,jansel,williamwen42,,
a97c6a78a85,skip,not user facing,Upgrade submodule ideep for bf16f32 matmul changes (#143508),third_party/ideep,https://github.com/pytorch/pytorch/pull/143508,aditew01,jgong5,yanbing-j,,
da06d47bdb9,dynamo,not user facing,dynamo tracing perf: slight improvement on __instancecheck__: 47.77 -> 47.62 (#143064),torch/_dynamo/variables/base.py torch/_dynamo/variables/lazy.py,https://github.com/pytorch/pytorch/pull/143064,aorenste,ezyang,jansel,,
451c2339366,skip,not user facing,leaking c++ singleton specifically (#143509),torch/csrc/monitor/events.cpp,https://github.com/pytorch/pytorch/pull/143509,duduyi2013,c-p-i-o,,,
fd8b217fcd9,python_frontend,bug fixes,Pass allow_rhs_unbacked to the stride test in metadata test too (#143040),test/test_custom_ops.py torch/_prims_common/__init__.py,https://github.com/pytorch/pytorch/pull/143040,ezyang,bobrenjc93,,,
288aa873831,inductor,not user facing,[Inductor][CPU] disable bernoulli_p decomposition (#143460),test/expect/HasDecompTest.test_has_decomposition.expect test/inductor/test_cpu_repro.py test/test_decomp.py torch/_decomp/decompositions.py,https://github.com/pytorch/pytorch/pull/143460,blzheng,jansel,jgong5,leslie-fang-intel,
465f282a24d,skip,not user facing,[reland][dynamo][guards] Consider tensors as immutable for dict tag matches (#141085),test/dynamo/test_modules.py torch/_dynamo/config.py torch/csrc/dynamo/guards.cpp,https://github.com/pytorch/pytorch/pull/141085,anijain2305,jansel,,,
171e6a934f7,fx,not user facing,Don't 1 specialize if stride is contiguous (#143365),test/dynamo/test_repros.py torch/_dynamo/variables/builder.py torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/143365,bobrenjc93,ezyang,,,
61a835ec535,optim,Untopiced,Corrected description of AMSGrad algorithm (#142351),torch/optim/adam.py torch/optim/adamw.py,https://github.com/pytorch/pytorch/pull/142351,Tony-Y,janeyx99,,,
1433bad0e45,export,Untopiced,torch export programming model (#143546),docs/source/export.programming_model.rst docs/source/export.rst,https://github.com/pytorch/pytorch/pull/143546,avikchaudhuri,ydwu4,,,
33c27be017e,mps,bug fixes,Workaround for gather_out in MPS backend (#135543),aten/src/ATen/mps/MPSDevice.h aten/src/ATen/mps/MPSDevice.mm aten/src/ATen/native/mps/operations/ScatterGather.mm test/test_mps.py,https://github.com/pytorch/pytorch/pull/135543,jhavukainen,malfet,,,
2a11472f46c,skip,not user facing,update expected results (#143586),benchmarks/dynamo/pr_time_benchmarks/expected_results.csv,https://github.com/pytorch/pytorch/pull/143586,laithsakka,bobrenjc93,,,
c5ddf5dd904,fx,not user facing,Unbacked SymInt fixes for subclasses + data-dependent slice() bounds (non-dynamic) (#143526),test/inductor/test_unbacked_symints.py torch/_inductor/ir.py torch/fx/passes/runtime_assert.py,https://github.com/pytorch/pytorch/pull/143526,jbschlosser,ezyang,,,
4b82251011f,skip,Untopiced,[ARM][feat]: Add 4 bit dynamic quantization matmuls & KleidiAI Backend (#134124),.gitmodules BUILD.bazel CMakeLists.txt WORKSPACE aten/src/ATen/CMakeLists.txt aten/src/ATen/Config.h.in aten/src/ATen/Context.cpp aten/src/ATen/Context.h aten/src/ATen/native/LinearAlgebra.cpp aten/src/ATen/native/cpu/int4mm_kernel.cpp aten/src/ATen/native/cpu/int_mm_kernel.h aten/src/ATen/native/kleidiai/kai_kernels.cpp aten/src/ATen/native/kleidiai/kai_kernels.h aten/src/ATen/native/kleidiai/kai_pack.h aten/src/ATen/native/kleidiai/kai_ukernel_interface.cpp aten/src/ATen/native/kleidiai/kai_ukernel_interface.h aten/src/ATen/native/native_functions.yaml buckbuild.bzl cmake/Dependencies.cmake cmake/Summary.cmake cmake/TorchConfig.cmake.in docs/source/backends.rst setup.py test/expect/HasDecompTest.test_has_decomposition.expect test/inductor/test_torchinductor.py test/test_linalg.py third_party/kleidiai torch/_C/__init__.pyi.in torch/_dynamo/trace_rules.py torch/_inductor/quantized_lowerings.py torch/_meta_registrations.py torch/backends/__init__.py torch/backends/kleidiai/__init__.py torch/csrc/Module.cpp torch/csrc/inductor/aoti_torch/generated/c_shim_cpu.h torch/testing/_internal/common_quantization.py torchgen/aoti/fallback_ops.py,https://github.com/pytorch/pytorch/pull/134124,nikhil-arm,digantdesai,malfet,,
5fa287aa827,dynamo,not user facing,[Dynamo] Rename Dict{View/Keys/Values} to Dict{View/Keys/Values}Variable (#143547),torch/_dynamo/variables/builtin.py torch/_dynamo/variables/dicts.py,https://github.com/pytorch/pytorch/pull/143547,yanboliang,williamwen42,,,
c46cfc245fb,dynamo,not user facing,[Dynamo] Support dict_keys from nested dict object (#143557),test/dynamo/test_functions.py torch/_dynamo/guards.py,https://github.com/pytorch/pytorch/pull/143557,yanboliang,williamwen42,,,
2d150ad29f9,linalg_frontend,Untopiced,[ROCm] Fix unit test: matmul_offline_mgpu_tunableop (#143507),test/test_linalg.py torch/cuda/tunable.py,https://github.com/pytorch/pytorch/pull/143507,naromero77amd,jeffdaily,,,
